0	0	0.015263
0.2	3.5016	0.015278
0.4	7.07	0.015295
0.6	10.709	0.015315
0.8	14.421	0.015337
1	18.21	0.015361
1.2	22.081	0.015388
1.4	26.039	0.015418
1.6	30.087	0.015451
1.8	34.232	0.015487
2	38.479	0.015526
2.2	42.835	0.015569
2.4	47.307	0.015617
2.6	51.903	0.015668
2.8	56.632	0.015724
3	61.503	0.015786
3.2	66.529	0.015852
3.4	71.721	0.015925
3.6	77.093	0.016005
3.8	82.662	0.016091
4	88.447	0.016186
4.2	94.469	0.01629
4.4	100.75	0.016404
4.6	107.33	0.016529
4.8	114.24	0.016667
5	121.51	0.016821
5.2	129.21	0.016991
5.4	137.4	0.017181
5.6	146.16	0.017396
5.8	155.6	0.01764
6	165.87	0.017919
6.2	177.16	0.018244
6.4	189.76	0.018628
6.6	204.12	0.019094
6.8	220.96	0.019679
7	241.66	0.020453
7.2	269.34	0.021587
7.4	314.99	0.023702
7.4	314.99	0.023702
7.4	314.99	0.023702
7.6	557.5	0.040461
7.8	624.18	0.047019
8	652.12	0.050097
8.2	670.95	0.052296
8.4	685.42	0.05406
8.6	697.31	0.055559
8.8	707.45	0.056879
9	716.36	0.058066
9.2	724.32	0.059153
9.4	731.53	0.06016
9.6	738.15	0.061102
9.8	744.28	0.061989
10	749.98	0.06283
10.2	755.33	0.06363
10.4	760.36	0.064396
10.6	765.12	0.065131
10.8	769.65	0.065839
11	773.95	0.066522
11.2	778.07	0.067182
11.4	782	0.067823
11.6	785.78	0.068444
11.8	789.42	0.069049
12	792.92	0.069639
12.2	796.3	0.070214
12.4	799.56	0.070775
12.6	802.73	0.071324
12.8	805.79	0.071861
13	808.76	0.072388
13.2	811.65	0.072904
13.4	814.45	0.07341
13.6	817.18	0.073908
13.8	819.85	0.074396
14	822.44	0.074877
14.2	824.97	0.07535
14.4	827.44	0.075816
14.6	829.86	0.076274
14.8	832.22	0.076726
15	834.53	0.077172
15.2	836.79	0.077612
15.4	839.01	0.078046
15.6	841.18	0.078474
15.8	843.31	0.078898
16	845.4	0.079316
16.2	847.45	0.079729
16.4	849.46	0.080138
16.6	851.44	0.080542
16.8	853.38	0.080942
17	855.29	0.081338
17.2	857.17	0.08173
17.4	859.02	0.082118
17.6	860.84	0.082502
17.8	862.63	0.082882
18	864.4	0.08326
18.2	866.13	0.083633
18.4	867.84	0.084004
18.6	869.53	0.084371
18.8	871.2	0.084736
19	872.84	0.085097
19.2	874.45	0.085456
19.4	876.05	0.085812
19.6	877.63	0.086165
19.8	879.18	0.086515
20	880.72	0.086863
20.2	882.23	0.087209
20.4	883.73	0.087552
20.6	885.21	0.087893
20.8	886.67	0.088231
21	888.12	0.088568
21.2	889.54	0.088902
21.4	890.96	0.089234
21.6	892.35	0.089564
21.8	893.73	0.089892
22	895.1	0.090218
22.2	896.45	0.090542
22.4	897.78	0.090864
22.6	899.11	0.091184
22.8	900.42	0.091503
23	901.71	0.09182
23.2	902.99	0.092135
23.4	904.26	0.092449
23.6	905.52	0.09276
23.8	906.76	0.093071
24	908	0.09338
24.2	909.22	0.093687
24.4	910.43	0.093992
24.6	911.63	0.094297
24.8	912.81	0.0946
25	913.99	0.094901
25.2	915.16	0.095201
25.4	916.31	0.0955
25.6	917.46	0.095797
25.8	918.6	0.096093
26	919.72	0.096388
26.2	920.84	0.096682
26.4	921.95	0.096974
26.6	923.05	0.097265
26.8	924.14	0.097555
27	925.22	0.097844
27.2	926.29	0.098132
27.4	927.35	0.098418
27.6	928.41	0.098704
27.8	929.46	0.098988
28	930.5	0.099271
28.2	931.53	0.099553
28.4	932.55	0.099835
28.6	933.57	0.10011
28.8	934.57	0.10039
29	935.58	0.10067
29.2	936.57	0.10095
29.4	937.56	0.10123
29.6	938.54	0.1015
29.8	939.51	0.10178
30	940.47	0.10205
30.2	941.43	0.10232
30.4	942.39	0.10259
30.6	943.33	0.10286
30.8	944.27	0.10313
31	945.2	0.1034
31.2	946.13	0.10367
31.4	947.05	0.10394
31.6	947.97	0.10421
31.8	948.88	0.10447
32	949.78	0.10474
32.2	950.68	0.105
32.4	951.57	0.10527
32.6	952.46	0.10553
32.8	953.34	0.10579
33	954.21	0.10605
33.2	955.08	0.10631
33.4	955.95	0.10657
33.6	956.8	0.10683
33.8	957.66	0.10709
34	958.51	0.10735
34.2	959.35	0.10761
34.4	960.19	0.10786
34.6	961.03	0.10812
34.8	961.85	0.10837
35	962.68	0.10863
35.2	963.5	0.10888
35.4	964.31	0.10914
35.6	965.13	0.10939
35.8	965.93	0.10964
36	966.73	0.10989
36.2	967.53	0.11014
36.4	968.32	0.1104
36.6	969.11	0.11065
36.8	969.9	0.11089
37	970.68	0.11114
37.2	971.45	0.11139
37.4	972.22	0.11164
37.6	972.99	0.11189
37.8	973.76	0.11213
38	974.52	0.11238
38.2	975.27	0.11262
38.4	976.02	0.11287
38.6	976.77	0.11311
38.8	977.52	0.11336
39	978.26	0.1136
39.2	979	0.11384
39.4	979.73	0.11409
39.6	980.46	0.11433
39.8	981.19	0.11457
40	981.91	0.11481
40.2	982.63	0.11505
40.4	983.34	0.11529
40.6	984.06	0.11553
40.8	984.76	0.11577
41	985.47	0.11601
41.2	986.17	0.11625
41.4	986.87	0.11648
41.6	987.57	0.11672
41.8	988.26	0.11696
42	988.95	0.1172
