100	253.7876379
102.1185652	253.9269056
105.3808653	254.2050208
108.7473835	254.4831361
111.0512677	254.7608313
114.5989337	255.0389465
117.0267868	255.3166417
119.5060755	255.5943368
122.0378896	255.7336045
124.6233419	256.0112997
128.6045841	256.289415
131.329156	256.5671101
135.5246235	256.8452254
138.395801	257.1229205
141.3278062	257.4006157
145.8426926	257.678731
148.9324651	257.9564261
152.0876964	258.0956938
155.3097734	258.373389
158.6001122	258.6510841
163.6667831	258.9291994
167.1341705	259.0684671
170.6750169	259.3461622
174.2908784	259.4854299
177.9833442	259.7631251
181.7540374	260.0408202
185.6046151	260.3185154
191.5339773	260.5966307
193.5522299	260.7354782
197.65276	261.0131734
201.8401625	261.1524411
206.1162779	261.4301362
208.2881887	261.5689838
212.7009098	261.846679
219.4958956	262.1247942
224.1460592	262.4024894
228.8947395	262.6801846
233.7440238	262.8194522
238.6960433	263.0971474
243.7529745	263.2364151
248.9170402	263.5141102
254.1905099	263.7918054
259.5757015	264.0695006
265.074982	264.2087682
270.6907682	264.4864634
276.4255286	264.6257311
282.2817836	264.9034263
288.2621071	265.1811214
294.3691278	265.3203891
300.6055296	265.5980843
306.9740537	265.8757794
313.4774991	266.1534746
320.1187242	266.4311697
326.900648	266.7088649
333.8262513	266.8481326
340.898578	267.1258277
351.7889922	267.403943
359.2418713	267.6816381
366.8526444	267.8209058
374.6246568	268.098601
378.5721924	268.2374486
386.592491	268.3767163
394.7827049	268.6544114
403.1464338	268.9321066
411.6873538	269.2098017
420.4092187	269.4874969
429.315862	269.6267646
438.4111984	269.9044597
447.6992254	270.1821549
462.0015143	270.4602702
471.7893176	270.7379653
486.8611934	271.0160806
497.1756651	271.2937757
507.7086557	271.4330434
518.4647944	271.7107386
529.448809	271.9884337
540.6655271	272.1277014
552.1198787	272.4053966
563.8168982	272.5446643
575.7617267	272.8223594
587.9596141	273.1000546
613.1361244	273.101735
632.7234937	273.1029954
659.8167993	273.1046758
680.8954387	273.1059362
710.0514736	273.1076166
732.73492	273.108877
756.1430163	273.1101373
780.2989123	273.1113977
805.2264974	273.112658
839.706405	273.1143385
875.662747	273.1160189
913.1587443	273.1176994
952.2603254	273.1193798
993.0362415	273.1210603
1035.558188	273.1227407
1079.90093	273.1244212
1126.142434	273.1261016
1186.738641	273.1282022
1237.55495	273.1298827
1304.146115	273.1319832
1359.989828	273.1336637
1418.224777	273.1353441
1478.953354	273.1370246
1542.282336	273.138705
1608.323075	273.1403855
1677.191687	273.142066
1749.009262	273.1437464
1823.902075	273.1454269
1902.001809	273.1471073
1983.445784	273.1487878
2046.80934	273.1500481
