1.61E+03	6.88E-03
5.89E+03	2.22E-02
5.91E+03	1.71E-02
1.02E+04	3.24E-02
1.45E+04	5.29E-02
1.45E+04	4.78E-02
1.45E+04	4.26E-02
1.86E+04	9.56E-02
1.87E+04	9.03E-02
1.87E+04	8.50E-02
1.87E+04	7.97E-02
1.87E+04	7.43E-02
2.30E+04	9.40E-02
2.30E+04	8.88E-02
2.30E+04	8.35E-02
2.30E+04	7.81E-02
2.31E+04	7.28E-02
2.75E+04	5.16E-02
2.75E+04	4.62E-02
2.75E+04	4.10E-02
2.75E+04	3.58E-02
3.17E+04	7.66E-02
3.17E+04	7.13E-02
3.17E+04	6.60E-02
3.18E+04	6.07E-02
3.18E+04	5.53E-02
3.18E+04	5.00E-02
3.18E+04	4.47E-02
3.18E+04	3.93E-02
3.19E+04	3.41E-02
3.19E+04	3.02E-02
3.61E+04	6.60E-02
3.61E+04	6.07E-02
3.61E+04	5.53E-02
3.61E+04	5.00E-02
3.62E+04	4.47E-02
3.62E+04	3.95E-02
4.04E+04	6.92E-02
4.04E+04	6.39E-02
4.04E+04	5.86E-02
4.05E+04	5.32E-02
4.05E+04	4.80E-02
4.47E+04	8.76E-02
4.90E+04	9.60E-02
4.91E+04	5.56E-02
4.91E+04	5.04E-02
4.91E+04	4.52E-02
4.92E+04	3.98E-02
5.31E+04	1.54E-01
5.31E+04	1.49E-01
5.32E+04	1.44E-01
5.32E+04	1.38E-01
5.32E+04	1.33E-01
5.32E+04	1.28E-01
5.32E+04	1.22E-01
5.32E+04	1.17E-01
5.33E+04	1.11E-01
5.33E+04	1.00E-01
5.33E+04	9.56E-02
5.33E+04	9.02E-02
5.34E+04	8.49E-02
5.34E+04	7.95E-02
5.34E+04	7.42E-02
5.34E+04	6.88E-02
5.34E+04	6.35E-02
5.73E+04	1.91E-01
5.73E+04	1.88E-01
5.74E+04	1.83E-01
5.74E+04	1.78E-01
5.74E+04	1.72E-01
5.74E+04	1.67E-01
5.74E+04	1.62E-01
5.75E+04	1.56E-01
5.75E+04	1.51E-01
