fracture_mode,step,time_s,time_day,time_year,dt_s,q_prod_m3_s,q_prod_m3_day,q_prod_to_q_in_set,q_in_actual_m3_s,q_in_actual_m3_day,prod_temperature_K,prod_temperature_C,normalized_temperature,prod_liquid_density_kg_m3,he_mass_fraction,he_concentration_kg_m3_water,he_concentration_mg_L,he_C_over_C0,n2_C_over_C0,ch4_C_over_C0,he_instantaneous_rate_kg_s,he_instantaneous_rate_kg_day,cum_he_prod_kg,cum_he_prod_from_balance_kg,res_he_mass_kg,res_n2_mass_kg,res_ch4_mass_kg,he_mass_balance_error_kg,n2_mass_balance_error_kg,ch4_mass_balance_error_kg,he_mass_balance_error_rel,n2_mass_balance_error_rel,ch4_mass_balance_error_rel,swept_area_m2,swept_fraction,mean_injected_water_fraction_proxy
random_with_backbone,216,4325232.351217024,50.06055962056741,0.13705834256144397,25718.213363784365,4.411149184517415e-06,0.3811232895423046,0.03393191680398012,0.00012998746200245767,11.230916717012342,400.0,126.85000000000002,1.0,947.9440412695044,9.677857692389355e-07,0.0009174067531754726,0.9174067531754726,1.0000871204175508,1.0000871204175523,1.0000871204175528,4.046818051140755e-09,0.00034964507961856125,0.013838418057994413,0.013838418035220457,275.184212165507,63453.48639343126,6302.732246570076,2.2794210963184014e-11,-7.814378477633e-09,3.255991032347083e-10,8.282838819115961e-14,-1.231450937269789e-13,5.1657395181512887e-14,4100.0,0.0041,0.0019349017538323177
random_with_backbone,233,4762484.120135927,55.12134398305471,0.15091401501178564,25722.886001419276,4.620283343457749e-06,0.3991924808747495,0.03554064110352115,0.0001299874874110956,11.230918912318659,400.0,126.85000000000002,1.0,947.9525189651497,9.677857692389355e-07,0.000917414957768674,0.917414957768674,1.000096064441519,1.0000960644415209,1.00009606444152,4.2387170484175984e-09,0.00036622515298328053,0.015652263616936075,0.015652263594972737,275.18239831994725,63453.068146964455,6302.690702824518,2.1941559680271894e-11,-7.690687198191881e-09,3.356035449542105e-10,7.973006943089179e-14,-1.211958697108163e-13,5.324463358094485e-14,4700.0,0.0047,0.002130543968487047
random_with_backbone,250,5199814.956032394,60.183043472597156,0.1647721929434556,25727.526261381805,4.828055931679168e-06,0.4171440324970801,0.03713889178214745,0.0001299875049671832,11.230920429164629,400.0,126.85000000000002,1.0,947.9614015016625,9.677857692389362e-07,0.0009174235541611064,0.9174235541611064,1.0001054355752326,1.0001054355752346,1.0001054355752337,4.4293722325297145e-09,0.00038269776089056733,0.01755004849693613,0.017550048472514845,275.1805005350697,63452.630545307926,6302.647236559248,2.4442670110147446e-11,-7.807102520018816e-09,3.219611244276166e-10,8.881847112767739e-14,-1.2303043349073403e-13,5.108021758171945e-14,5100.0,0.0051,0.0023261774861097115
random_with_backbone,267,5637224.788468557,65.24565727394163,0.17863287412441242,25732.173073213547,5.035944001337168e-06,0.4351055617155313,0.03873803077951668,0.00012998752845877904,11.23092245883851,400.0,126.85000000000002,1.0,947.9698775663858,9.677857692389366e-07,0.0009174317571759252,0.9174317571759252,1.000114377878568,1.00011437787857,1.0001143778785688,4.6201349541863174e-09,0.00039917966004169783,0.0195316645923951,0.01953166456934241,275.1785189189729,63452.1736133897,6302.601850250329,2.3078428057488054e-11,-7.734342943876982e-09,3.3014657674357295e-10,8.386116111124888e-14,-1.2188383112828545e-13,5.237886718125469e-14,5500.0,0.0055,0.002521795009849455
random_with_backbone,283,6048976.698327527,70.01130437879083,0.1916805048016176,25736.558850714006,5.230755665053868e-06,0.4519372894606542,0.040236582038875916,0.00012998754550522153,11.230923931651141,400.0,126.85000000000002,1.0,947.9778792765114,9.677857692389374e-07,0.0009174395011171152,0.9174395011171151,1.0001228197347225,1.0001228197347238,1.0001228197347227,4.798901867812545e-09,0.0004146251213790039,0.021473160134952922,0.021473160111213474,275.176577423431,63451.72593268885,6302.557382849849,2.376054908381775e-11,-7.632479537278414e-09,3.1013769330456853e-10,8.633981611946314e-14,-1.202785878208574e-13,4.920439038239077e-14,5900.0,0.0059,0.002705884331905482
random_with_backbone,300,6486539.413397361,75.07568765506204,0.2055460305408954,25741.145159364678,5.438422278004186e-06,0.46987968481956166,0.04183401752310913,0.00012998707600810695,11.230883367100441,400.0,126.85000000000002,1.0,947.9863536809324,9.677857692389376e-07,0.0009174477025251168,0.9174477025251168,1.000131760286428,1.0001317602864288,1.0001317602864281,4.9894680243163525e-09,0.00043109003730093287,0.023617128163555396,0.02361712814013117,275.1744334554021,63451.231564770555,6302.508278083532,2.3419488570652902e-11,-7.58154783397913e-09,2.9831426218152046e-10,8.510048861535601e-14,-1.1947596616714341e-13,4.732856318306209e-14,6100.0,0.0061,0.002901452592014863
random_with_backbone,317,6924180.631186504,80.14097952762157,0.21941404388123634,25745.749274294823,5.6447112298335595e-06,0.48770305025761956,0.04342085561410431,0.00012998709806045667,11.230885272423457,400.0,126.85000000000002,1.0,947.9948283102599,9.677857692389385e-07,0.0009174559041507803,0.9174559041507803,1.0001407010754118,1.0001407010754115,1.0001407010754115,5.178773645037012e-09,0.0004474460429311978,0.02584455105325209,0.025844551028285423,275.17220603251394,63450.71795337207,6302.457261893477,2.495426087989472e-11,-7.683411240577698e-09,3.192326403222978e-10,9.067746238383807e-14,-1.2108120947457143e-13,5.0647334381874366e-14,6500.0,0.0065,0.0030969892886716257
random_with_backbone,334,7361900.2208437035,85.20717848198731,0.2332845406762144,25750.372670884244,5.851117721658442e-06,0.5055365711512894,0.04500859785891109,0.00012998762173886536,11.230930518237967,400.0,126.85000000000002,1.0,948.0033032908684,9.677857692389387e-07,0.000917464106116408,0.9174641061164079,1.000149642234999,1.000149642234998,1.000149642234998,5.368190490283236e-09,0.00046381165836047156,0.02815532058196903,0.028155320556777497,275.16989526298545,63450.185123448166,6302.404336758292,2.518163455533795e-11,-7.60337570682168e-09,2.9467628337442875e-10,9.15036807199095e-14,-1.1981994687587798e-13,4.675138558326865e-14,7000.0,0.007,0.003292490655915264
random_with_backbone,351,7799698.009451712,90.27428251680222,0.24715751544641265,25754.968281672336,6.057156909399835e-06,0.5233383569721457,0.04659351468769104,0.0001299876420727336,11.230932275084184,400.0,126.85000000000002,1.0,948.0117787914285,9.677857692389385e-07,0.000917472308585237,0.917472308585237,1.0001585839431377,1.0001585839431375,1.0001585839431375,5.557273733130085e-09,0.00048014845054243936,0.0305493405332722,0.03054934051010605,275.1675012430321,63449.633097184764,6302.349504881818,2.319211489520967e-11,-7.545168045908213e-09,3.5652192309498787e-10,8.42742702792846e-14,-1.1890266498591912e-13,5.656340477975713e-14,7400.0,0.0074,0.003487953763497184
random_with_backbone,367,8211814.289619782,95.04414687059933,0.2602166923219694,25759.308764242567,6.250723423713516e-06,0.5400625038088478,0.04808248787471936,0.00012998765344663678,11.230933257789419,400.0,126.85000000000002,1.0,948.0193727881971,9.677857692389385e-07,0.0009174796579472413,0.9174796579472413,1.0001665956590515,1.000166595659051,1.0001665956590513,5.7349115887114865e-09,0.0004954963612646725,0.032878429289846356,0.03287842926539497,275.16517215427683,63449.0960431125,6302.296160168792,2.4442670110147446e-11,-7.697963155806065e-09,2.9831426218152046e-10,8.881847112767739e-14,-1.2131052994706116e-13,4.732856318306209e-14,7700.0,0.0077,0.0036718824177728185
random_with_backbone,384,8649763.490650123,100.11300336400605,0.2740944650623027,25763.865510456264,6.456043381637728e-06,0.5578021481734997,0.04966187216644406,0.00012998718580639935,11.230892853672904,400.0,126.85000000000002,1.0,948.0278490134161,9.677857692389383e-07,0.000917487861117385,0.917487861117385,1.0001755381317103,1.00017553813171,1.0001755381317101,5.923341433499848e-09,0.0005117766998543868,0.03543362856721278,0.035433628544979,275.16261695499725,63448.506851235004,6302.237636691953,2.2225776774575934e-11,-7.8580342233181e-09,3.5288394428789616e-10,8.076284235098106e-14,-1.2383305514444806e-13,5.598622717996369e-14,8200.0,0.0082,0.0038672654395888193
random_with_backbone,401,9087790.55147016,105.18276101238612,0.28797470503048905,25768.441961685196,6.6609880339067585e-06,0.575509366129544,0.051238369491590455,0.00012998770218379071,11.230937468679517,400.0,126.85000000000002,1.0,948.0363274285386,9.677857692389383e-07,0.0009174960664068861,0.9174960664068861,1.0001844829147315,1.000184482914731,1.0001844829147306,6.111430319492789e-09,0.000528027579604177,0.038071691652151705,0.038071691629170346,275.15997889191306,63447.89855216619,6302.177215328568,2.2964741219766438e-11,-7.668859325349331e-09,3.2650859793648124e-10,8.344805194321317e-14,-1.2085188900208173e-13,5.180168958146125e-14,8600.0,0.0086,0.004062605233920484
random_with_backbone,418,9525895.259950684,110.25341736054033,0.3018574055045594,25773.028884075582,6.865068915582763e-06,0.5931419543063506,0.05280822242755972,0.00012998772341820287,11.230939303332727,400.0,126.85000000000002,1.0,948.0448018471882,9.677857692389383e-07,0.0009175042678286578,0.9175042678286578,1.000193423481448,1.0001934234814474,1.0001934234814467,6.298730028985041e-09,0.0005442102745043076,0.04079249837988675,0.04079249835712062,275.1572580851851,63447.27117361401,6302.114898830967,2.2794210963184014e-11,-7.4214767664670944e-09,3.346940502524376e-10,8.282838819115961e-14,-1.169534409697565e-13,5.310033918099649e-14,9100.0,0.0091,0.004257900573381709
random_with_backbone,434,9938299.949463967,115.02661978546259,0.3149257215207737,25777.282455174252,7.056777383485472e-06,0.6097055659331447,0.054282902949888245,0.00012998724520911704,11.230897986067712,400.0,126.85000000000002,1.0,948.0528043154541,9.677857692389383e-07,0.0009175120125035644,0.9175120125035644,1.0002018661374446,1.0002018661374437,1.0002018661374434,6.474678018911392e-09,0.0005594121808339443,0.04342875675799572,0.0434287567356364,275.1546218268066,63446.6632906837,6302.054518802011,2.233946361229755e-11,-7.945345714688301e-09,3.028617356903851e-10,8.117595151901677e-14,-1.2520897797938637e-13,4.805003518280389e-14,9200.0,0.0092,0.004441666434457608
random_with_backbone,451,10376555.143174237,120.09901786081292,0.328813190584019,25781.877130588517,7.261114809202109e-06,0.6273603195150622,0.05585472930155469,0.000129987764933304,11.230942890237467,400.0,126.85000000000002,1.0,948.0608768483186,9.67785769238939e-07,0.0009175198249859929,0.9175198249859929,1.000210382712048,1.0002103827120472,1.0002103827120465,6.662216788942321e-09,0.0005756155305646165,0.04630985605668205,0.04630985603364479,275.1517407275086,63445.99895099035,6301.9885310140335,2.3021584638627246e-11,-7.850758265703917e-09,3.3287506084889174e-10,8.365460652723103e-14,-1.237183949082032e-13,5.281175038109977e-14,9800.0,0.0098,0.004636872558513807
random_with_backbone,468,10814887.604548445,125.17231023782922,0.34270310811178434,25786.413183616474,7.4646052929082165e-06,0.6449418973072699,0.05742004071467859,0.00012998778773862227,11.230944860616964,400.0,126.85000000000002,1.0,948.0693539518971,9.677857692389385e-07,0.0009175280290062002,0.9175280290062002,1.0002193261113816,1.0002193261113808,1.0002193261113785,6.848984581711326e-09,0.0005917522678598586,0.049273340434330695,0.049273340410309174,275.1487772431319,63445.31561449323,6301.9206563041835,2.404476617812179e-11,-7.748894859105349e-09,3.0831870390102267e-10,8.73725890395524e-14,-1.2211315160077518e-13,4.8915801582494047e-14,9800.0,0.0098,0.004832032098994323
random_with_backbone,485,11253297.277050015,130.24649626215296,0.35659547231253375,25790.914835959673,7.66725771179909e-06,0.6624510662994414,0.05897890547537762,0.00012998731108642553,11.230903677867165,400.0,126.85000000000002,1.0,948.0778332009697,9.677857692389374e-07,0.0009175362351027855,0.9175362351027855,1.0002282717742248,1.0002282717742241,1.000228271774222,7.034986774446935e-09,0.0006078228573122152,0.0523190898988077,0.052319089874401925,275.1457314936678,63444.613308860484,6301.8508974208435,2.4385826691286638e-11,-7.908965926617384e-09,3.4924596548080444e-10,8.861191654365953e-14,-1.2463567679816208e-13,5.540904958017025e-14,10300.0,0.0103,0.005027144860761004
random_with_backbone,501,11665988.58282481,135.02301600491677,0.3696728706500117,25795.221696402878,7.85807459824499e-06,0.6789376452883672,0.06044672767880763,0.000129987826730725,11.23094822953464,400.0,126.85000000000002,1.0,948.0854328389507,9.67785769238937e-07,0.0009175435899242745,0.9175435899242745,1.0002362894416539,1.0002362894416537,1.0002362894416523,7.2101259767664605e-09,0.0006229548843926222,0.0552607630218683,0.055260762998614155,275.1427898205436,63443.93500172227,6301.783522269085,2.3248958314070478e-11,-7.719791028648615e-09,3.319655661471188e-10,8.448082486330244e-14,-1.2165451065579572e-13,5.266745598115141e-14,10800.0,0.0108,0.00521073686842944
random_with_backbone,518,12104547.72994188,140.0989320595125,0.3835699714155031,25799.71177477762,8.060001617262607e-06,0.6963841397314893,0.0620000124404816,0.00012998735917065475,11.23090783234457,400.0,126.85000000000002,1.0,948.0939092090013,9.677857692389378e-07,0.000917551793234585,0.9175517932345849,1.0002452320671118,1.000245232067112,1.0002452320671096,7.39546893739296e-09,0.0006389685161907518,0.058465891034090944,0.05846589101048494,275.13958469253174,63443.19594570921,6301.710113029829,2.3590018827235326e-11,-7.676135282963514e-09,3.5652192309498787e-10,8.572015236740957e-14,-1.2096654923832656e-13,5.656340477975713e-14,11200.0,0.0112,0.005405757436059979
random_with_backbone,535,12543183.749972166,145.17573784690006,0.39746950813661897,25804.232755277306,8.262074000080765e-06,0.7138431936069781,0.06355441538523667,0.00012998737399202146,11.230909112910654,400.0,126.85000000000002,1.0,948.1023902775094,9.67785769238938e-07,0.0009175600010919953,0.9175600010919953,1.0002541796494726,1.0002541796494726,1.0002541796494704,7.580948628536252e-09,0.0006549939615055322,0.06175293787274145,0.06175293784895075,275.1362976456933,63442.43800040313,6301.634827547572,2.3817392502678558e-11,-7.916241884231567e-09,2.964952727779746e-10,8.654637070348099e-14,-1.2475033703440694e-13,4.7039974383165367e-14,11700.0,0.0117,0.0056007299386853894
random_with_backbone,552,12981896.492656644,150.25343162797043,0.4113714760519382,25808.74133227393,8.463765736520373e-06,0.7312693596353602,0.06510589028092595,0.00012998739648613933,11.230911056402439,400.0,126.85000000000002,1.0,948.1104593429446,9.677857692389378e-07,0.0009175678102186944,0.9175678102186944,1.0002626925659148,1.0002626925659155,1.000262692565914,7.766078993063014e-09,0.0006709892250006444,0.06512181924426473,0.0651218192197689,275.13292876432246,63441.661185241894,6301.55766775314,2.4499513529008254e-11,-7.457856554538012e-09,3.4560798667371273e-10,8.902502571169524e-14,-1.175267421509808e-13,5.483187198037681e-14,12200.0,0.0122,0.005795655499055634
random_with_backbone,568,13394872.58517658,155.03324751361782,0.42445789873680445,25813.00819351338,8.653283200259232e-06,0.7476436685023976,0.06656371692507101,0.00012998790119688134,11.230954663410547,400.0,126.85000000000002,1.0,948.118468006326,9.677857692389383e-07,0.0009175755608891459,0.9175755608891459,1.0002711417577987,1.0002711417577992,1.0002711417577976,7.940041186010488e-09,0.0006860195584713062,0.06836716482845422,0.06836716480455607,275.12968341873767,63440.9128556399,6301.483337383266,2.3874235921539366e-11,-7.807102520018816e-09,3.1377567211166024e-10,8.675292528749885e-14,-1.2303043349073403e-13,4.9781567982184206e-14,12200.0,0.0122,0.005979071283500828
random_with_backbone,585,13833733.905986415,160.11266094891684,0.43836457480880725,25817.503269404173,8.854269299607039e-06,0.7650088674860481,0.06810976384313107,0.00012998793014980882,11.230957164943481,400.0,126.85000000000002,1.0,948.1265364965169,9.677857692389383e-07,0.0009175833694591319,0.9175833694591319,1.0002796540673549,1.0002796540673553,1.0002796540673538,8.124530258031975e-09,0.0007019594142939627,0.07189450316521138,0.07189450314228907,275.12615608039994,63440.09950260122,6301.402548340525,2.290789780090563e-11,-7.828930392861366e-09,3.183231456205249e-10,8.324149735919531e-14,-1.2337441419946863e-13,5.050303998192601e-14,12800.0,0.0128,0.006173904248373865
random_with_backbone,602,14272671.628612906,165.19295866450122,0.4522736719082853,25821.965024432167,9.054440370203429e-06,0.7823036479855763,0.06964954130925716,0.00012998745461123134,11.230916078410388,400.0,126.85000000000002,1.0,948.1350215854013,9.67785769238938e-07,0.0009175915812074047,0.9175915812074047,1.0002886058912381,1.0002886058912386,1.0002886058912377,8.308278256243123e-09,0.0007178352413394058,0.07550330559503231,0.07550330557137386,275.12254727797085,63439.26736512463,6301.319893469923,2.3646862246096134e-11,-7.945345714688301e-09,3.1013769330456853e-10,8.592670695142742e-14,-1.2520897797938637e-13,4.920439038239077e-14,13100.0,0.0131,0.006368690029936656
random_with_backbone,619,14711685.570660349,170.27413854930958,0.46618518425546773,25826.446337053552,9.254710379534256e-06,0.7996069767917597,0.07119007984257121,0.00012998747609933788,11.230917934982793,400.0,126.85000000000002,1.0,948.1430878196448,9.677857692389372e-07,0.0009175993875941162,0.9175993875941162,1.0002971158207543,1.0002971158207552,1.0002971158207536,8.492116576621545e-09,0.0007337188722201014,0.0791934841932832,0.079193484169366,275.11885709937286,63438.41646348475,6301.2353747852685,2.3931079340400174e-11,-7.683411240577698e-09,2.9831426218152046e-10,8.695947987151669e-14,-1.2108120947457143e-13,4.732856318306209e-14,13200.0,0.0132,0.006563428462402106
random_with_backbone,635,15124944.7568042,175.0572309815301,0.4792805776359482,25830.659189570695,9.442395700541742e-06,0.8158229885268066,0.07263381308109033,0.00012998749067867052,11.230919194637133,400.0,126.85000000000002,1.0,948.1506891711736,9.677857692389376e-07,0.000917606744073953,0.917606744073953,1.0003051352959882,1.0003051352959889,1.0003051352959877,8.664405975032001e-09,0.0007486046762427648,0.08274076830121177,0.08274076827791532,275.1153098152643,63437.59851124048,6301.154128910904,2.3305801732931286e-11,-7.865310180932283e-09,3.2014213502407074e-10,8.46873794473203e-14,-1.2394771538069292e-13,5.079162878182273e-14,13600.0,0.0136,0.006746668931933307
random_with_backbone,652,15564106.456707446,180.14012102670654,0.4931967721470405,25835.156916087493,9.641986007034607e-06,0.83306759100779,0.07416912313103545,0.00012998800563724324,11.230963687057816,400.0,126.85000000000002,1.0,948.1591711183677,9.677857692389376e-07,0.000917614952781743,0.917614952781743,1.0003140838053681,1.0003140838053697,1.0003140838053677,8.847630534567286e-09,0.0007644352781866136,0.08658850480437719,0.0865885047824122,275.1114620787598,63436.71127903366,6301.066001569787,2.1941559680271894e-11,-7.843482308089733e-09,3.1741365091875196e-10,7.973006943089179e-14,-1.2360373467195833e-13,5.035874558197765e-14,14100.0,0.0141,0.00694131671132007
random_with_backbone,669,16003344.091047779,185.22388994268263,0.5071153728752433,25839.62369888276,9.841200428424298e-06,0.8502797170158594,0.07570154175710998,0.00012998802773476364,11.230965596283578,400.0,126.85000000000002,1.0,948.1672387599208,9.677857692389383e-07,0.00091762276053043,0.91762276053043,1.0003225952196064,1.000322595219607,1.0003225952196064,9.030509504063954e-09,0.0007802360211511256,0.09051725779027758,0.09051725776743069,275.1075333257748,63435.80536560179,6300.976018652779,2.2851054382044822e-11,-7.501512300223112e-09,3.4651748137548566e-10,8.303494277517747e-14,-1.1821470356844996e-13,5.497616638032517e-14,14400.0,0.0144,0.007135918198231614
random_with_backbone,685,16416813.430265352,190.00941470214528,0.5202174256047783,25843.813148887828,1.0028404655045255e-05,0.8664541621959101,0.07714157426957889,0.00012998804805874716,11.230967352275755,400.0,126.85000000000002,1.0,948.1748420345355,9.677857692389378e-07,0.0009176301188714012,0.9176301188714012,1.0003306167237074,1.0003306167237087,1.0003306167237072,9.202366155699693e-09,0.0007950844358524535,0.09428878818324975,0.09428878815941744,275.1037617953828,63434.93570541779,6300.88963671229,2.3817392502678558e-11,-7.908965926617384e-09,3.019522409886122e-10,8.654637070348099e-14,-1.2463567679816208e-13,4.7905740782855526e-14,15100.0,0.0151,0.007319029999219371
random_with_backbone,702,16856198.117095027,195.09488561452577,0.5341406861451766,25848.264304295182,1.0226460247281548e-05,0.8835661653651258,0.07866507882524269,0.00012998806777521655,11.23096905577871,400.0,126.85000000000002,1.0,948.1833359467145,9.677857692389376e-07,0.0009176383391587331,0.9176383391587332,1.000339577856224,1.0003395778562252,1.0003395778562234,9.384191996788248e-09,0.0008107941885225046,0.0983744314716324,0.09837443144749614,275.09967615209473,63433.99361535846,6300.796060429368,2.4158453015843406e-11,-7.756170816719532e-09,3.3287506084889174e-10,8.778569820758812e-14,-1.2222781183702004e-13,5.281175038109977e-14,15300.0,0.0153,0.007513542317111277
random_with_backbone,719,17295658.361359943,200.1812310342586,0.5480663409562179,25852.721036482602,1.0424627837543499e-05,0.9006878451637583,0.08018944490418077,0.00012998808738571343,11.23097075012564,400.0,126.85000000000002,1.0,948.1913992187194,9.677857692389385e-07,0.0009176461426786338,0.9176461426786339,1.0003480846605608,1.0003480846605615,1.0003480846605601,9.5661195239821e-09,0.0008265127268720534,0.10254075415949261,0.1025407541351342,275.0955098294071,63433.032921799895,6300.7006362909515,2.4385826691286638e-11,-7.981725502759218e-09,3.4287950256839395e-10,8.861191654365953e-14,-1.2578227916061066e-13,5.4398988780531726e-14,15500.0,0.0155,0.007708009745359111
