fracture_mode,step,time_s,time_day,time_year,dt_s,q_prod_m3_s,q_prod_m3_day,q_prod_to_q_in_set,q_in_actual_m3_s,q_in_actual_m3_day,prod_temperature_K,prod_temperature_C,normalized_temperature,prod_liquid_density_kg_m3,he_mass_fraction,he_concentration_kg_m3_water,he_concentration_mg_L,he_C_over_C0,n2_C_over_C0,ch4_C_over_C0,he_instantaneous_rate_kg_s,he_instantaneous_rate_kg_day,cum_he_prod_kg,cum_he_prod_from_balance_kg,res_he_mass_kg,res_n2_mass_kg,res_ch4_mass_kg,he_mass_balance_error_kg,n2_mass_balance_error_kg,ch4_mass_balance_error_kg,he_mass_balance_error_rel,n2_mass_balance_error_rel,ch4_mass_balance_error_rel,swept_area_m2,swept_fraction,mean_injected_water_fraction_proxy
random_with_backbone,1750,44084700.31881699,510.23958702334477,1.3969598549578228,26110.40627193451,2.179784835431205e-05,1.8833340978125612,0.16767575657163117,0.00012998869376884786,11.231023141628455,400.0,126.85000000000002,1.0,948.6660005611251,9.677857657633764e-07,0.0009181054518067281,0.9181054518067281,1.0008487885650257,1.000848788565026,1.0008487885650263,2.0012723411750206e-08,0.0017290993027752179,0.5015778453572869,0.5015778453338839,274.69647273820834,63341.020758611325,6291.561216836289,2.3419488570652902e-11,-7.60337570682168e-09,3.001332515850663e-10,8.510048861535601e-14,-1.1981994687587798e-13,4.761715198295881e-14,37600.0,0.0376,0.0194351694856206
random_with_backbone,1766,44502499.230655864,515.0752225770354,1.4101991035647787,26114.205329231918,2.1965271214494846e-05,1.8977994329323546,0.16896362472688345,0.0001299887131523132,11.231024816359861,400.0,126.85000000000002,1.0,948.6732047187771,9.677857645063918e-07,0.0009181124226954904,0.9181124226954904,1.0008563876981744,1.000856387698175,1.0008563876981744,2.016658836990338e-08,0.001742393235159652,0.509973333538682,0.5099733335139263,274.6880772500283,63339.08488085522,6291.368929227675,2.4783730623312294e-11,-7.887138053774834e-09,3.0377123039215803e-10,9.005779863178451e-14,-1.2429169608942748e-13,4.819432958275225e-14,38000.0,0.038,0.019616313646018416
random_with_backbone,1783,44946477.58194444,520.2138609021348,1.4242679285479392,26118.265055708587,2.214235575857848e-05,1.9130995375411806,0.17032581352752676,0.00012998872347853193,11.23102570854516,400.0,126.85000000000002,1.0,948.6804672809641,9.677857627074314e-07,0.0009181194495931503,0.9181194495931503,1.000864047887967,1.0008640478879676,1.0008640478879662,2.0329327481761792e-08,0.0017564538944242188,0.5189651671479776,0.5189651671246907,274.67908541641754,63337.01149449692,6291.162983111837,2.3305801732931286e-11,-7.690687198191881e-09,3.3924152376130223e-10,8.46873794473203e-14,-1.211958697108163e-13,5.382181118073829e-14,38400.0,0.0384,0.019808751611032935
random_with_backbone,1799,45364402.546857916,525.0509554034481,1.4375111715357922,26122.11474443227,2.230915301081058e-05,1.9275108201340343,0.17160886931392758,0.0001299892384599769,11.231070202942004,400.0,126.85000000000002,1.0,948.6876769096406,9.677857604411253e-07,0.0009181264248191211,0.9181264248191211,1.0008716517492109,1.0008716517492116,1.0008716517492096,2.0482622894558253e-08,0.0017696986180898331,0.5274953565178363,0.5274953564941711,274.67055522704806,63335.04455660182,6290.967610349753,2.3646862246096134e-11,-7.428752724081278e-09,3.3287506084889174e-10,8.592670695142742e-14,-1.1706810120600135e-13,5.281175038109977e-14,38700.0,0.0387,0.01998984744130065
random_with_backbone,1816,45808514.61528946,530.191141380665,1.4515842337595208,26126.162881046534,2.248563814703266e-05,1.9427591359036218,0.17296644728486663,0.00012998925086748798,11.231071274950962,400.0,126.85000000000002,1.0,948.6949366520591,9.677857572331259e-07,0.0009181334476510455,0.9181334476510454,1.0008793075068474,1.0008793075068474,1.0008793075068465,2.064481647456896e-08,0.0017837121434027582,0.5366300676451012,0.5366300676224114,274.6614205159198,63332.93822476056,6290.758391812333,2.2680524125462398e-11,-7.690687198191881e-09,3.119566827081144e-10,8.24152790231239e-14,-1.211958697108163e-13,4.949297918228749e-14,38900.0,0.0389,0.020182234054619105
random_with_backbone,1832,46226565.217657946,535.0296900191892,1.4648314579580812,26129.95056899637,2.2651921884679377e-05,1.9571260508362982,0.17424555295907215,0.00012998877253269983,11.231029946825265,400.0,126.85000000000002,1.0,948.7021408851323,9.67785753234838e-07,0.0009181404160120211,0.9181404160120211,1.0008869038843953,1.000886903884395,1.0008869038843953,2.0797644982671325e-08,0.0017969165265028025,0.5452945758328265,0.5452945758097485,274.6527560077325,63330.940314894695,6290.559942654499,2.3078428057488054e-11,-7.763446774333715e-09,3.192326403222978e-10,8.386116111124888e-14,-1.2234247207326488e-13,5.0647334381874366e-14,39200.0,0.0392,0.02036328149012378
random_with_backbone,1849,46670810.63342352,540.1714193683277,1.4789087457038406,26133.987200669944,2.2827797227450715e-05,1.9723216804517418,0.17559844021115936,0.00012998879487744426,11.231031877411185,400.0,126.85000000000002,1.0,948.7094130121359,9.677857476348213e-07,0.0009181474485601424,0.9181474485601424,1.0008945702338914,1.000894570233892,1.0008945702338914,2.0959283780632172e-08,0.0018108821186466196,0.5545717830570789,0.5545717830331114,274.6434788005091,63328.801125521306,6290.347460431526,2.3987922759260982e-11,-7.821654435247183e-09,3.283275873400271e-10,8.716603445553455e-14,-1.2325975396322376e-13,5.209027838135797e-14,39600.0,0.0396,0.02055561841564858
random_with_backbone,1865,47088986.573543414,545.011418675271,1.492159941616074,26137.753703832626,2.2993053771161885e-05,1.986599845828387,0.176869644393553,0.00012998880482078715,11.23103273651601,400.0,126.85000000000002,1.0,948.7166063984356,9.677857407267005e-07,0.0009181544036630315,0.9181544036630315,1.0009021521584809,1.0009021521584816,1.000902152158481,2.111117357365316e-08,0.001824005396763633,0.5633702181731285,0.5633702181492595,274.63468036539297,63326.77233404931,6290.145943853594,2.3874235921539366e-11,-7.639755494892597e-09,2.874003257602453e-10,8.675292528749885e-14,-1.2039324805710227e-13,4.559703038368177e-14,39900.0,0.0399,0.020736616604933915
random_with_backbone,1882,47533364.95992261,550.1546870361414,1.5062414429463145,26141.777896799147,2.3168322782984697e-05,2.001743088449878,0.17821786756142075,0.00012998883219875705,11.231035101972608,400.0,126.85000000000002,1.0,948.7238805832437,9.677857311491446e-07,0.0009181614344289082,0.9181614344289082,1.0009098165651094,1.0009098165651098,1.0009098165651096,2.1272260479737184e-08,0.0018379233054492928,0.5727895513304193,0.5727895513076078,274.6252610322346,63324.60037249807,6289.930206423162,2.2794210963184014e-11,-7.639755494892597e-09,3.0104274628683925e-10,8.282838819115961e-14,-1.2039324805710227e-13,4.7761446382907165e-14,40600.0,0.0406,0.020928902342048725
random_with_backbone,1899,47977811.70746716,555.2987466142033,1.5203251105111657,26145.791735604405,2.3343809113493673e-05,2.0169051074058535,0.1795677624114898,0.0001299888478411164,11.231036453472457,400.0,126.85000000000002,1.0,948.7311456027188,9.677857186189455e-07,0.0009181684535233027,0.9181684535233027,1.0009174682483748,1.0009174682483755,1.0009174682483752,2.1433549113079663e-08,0.001851858643370083,0.5822819299297051,0.5822819299053776,274.61576865363685,63322.41156772757,6289.712795983004,2.432898327242583e-11,-7.872586138546467e-09,3.119566827081144e-10,8.840536195964168e-14,-1.2406237561693778e-13,4.949297918228749e-14,40800.0,0.0408,0.021121161244452156
random_with_backbone,1915,48396176.89884306,560.1409363292021,1.533582303433818,26149.59758271277,2.3508163925154327e-05,2.031105363133334,0.18083203019349484,0.0001299893512354169,11.231079946740019,400.0,126.85000000000002,1.0,948.7383394760765,9.677857033905368e-07,0.0009181754012034246,0.9181754012034246,1.0009250420812277,1.0009250420812286,1.0009250420812281,2.1584617843534448e-08,0.0018649109816813764,0.5912825783014681,0.591282578277287,274.60676800526494,63320.336148812996,6289.506647976637,2.4158453015843406e-11,-7.617927622050047e-09,3.5288394428789616e-10,8.778569820758812e-14,-1.200492673483677e-13,5.598622717996369e-14,41300.0,0.0413,0.021302086452250946
random_with_backbone,1932,48840756.05051493,565.2865283624413,1.5476701666322827,26153.6044049412,2.3683035416679673e-05,2.0462142600011237,0.18217719551292058,0.0001299893708422866,11.231081640773562,400.0,126.85000000000002,1.0,948.7456117374169,9.677856825848055e-07,0.0009181824194546349,0.9181824194546349,1.000932692845318,1.0009326928453184,1.0009326928453186,2.174534675891675e-08,0.0018787979599704072,0.6009164906299759,0.6009164906053002,274.5971340929369,63318.114708418165,6289.28599589266,2.467004378559068e-11,-7.87986209616065e-09,3.583409124985337e-10,8.96446894637488e-14,-1.2417703585318265e-13,5.685199357965385e-14,41700.0,0.0417,0.021494295522185243
random_with_backbone,1948,49259245.66147774,570.1301581189553,1.5609313021737312,26157.34870636463,2.3846881103026032e-05,2.060370527301449,0.1834375469463541,0.00012998889391295672,11.23104043407946,400.0,126.85000000000002,1.0,948.7524069447223,9.677856575354381e-07,0.0009181889719933277,0.9181889719933277,1.0009398359250152,1.0009398359250161,1.0009398359250155,2.1895943245234585e-08,0.001891809496388268,0.6100501288550092,0.6100501288324267,274.5880004547098,63316.00862397305,6289.076801928625,2.2566837287740782e-11,-7.690687198191881e-09,3.1013769330456853e-10,8.200216985508819e-14,-1.211958697108163e-13,4.920439038239077e-14,42100.0,0.0421,0.021675173228515796
random_with_backbone,1965,49703956.84973446,575.2772783534082,1.5750233493590915,26161.343740023673,2.4020692638665942e-05,2.0753878439807374,0.1847745587589688,0.00012998890172968828,11.231041109445068,400.0,126.85000000000002,1.0,948.7596751040371,9.67785623624052e-07,0.0009181959738399136,0.9181959738399136,1.0009474688060305,1.000947468806031,1.0009474688060305,2.2055703269669122e-08,0.0019056127624994122,0.6198251517074953,0.6198251516831306,274.5782254318591,63313.754645539244,6288.852917893806,2.4385826691286638e-11,-7.617927622050047e-09,3.283275873400271e-10,8.861191654365953e-14,-1.200492673483677e-13,5.209027838135797e-14,42600.0,0.0426,0.02186733058180336
random_with_backbone,1981,50122570.58503891,580.1223447342467,1.5882884181635772,26165.136182524264,2.4184412568578992e-05,2.089533245925225,0.18603394283522304,0.00012998942372339752,11.231086209701546,400.0,126.85000000000002,1.0,948.7668685196977,9.677855831618028e-07,0.0009182028971349331,0.9182028971349331,1.000955016056098,1.0009550160560978,1.0009550160560978,2.220619768597572e-08,0.0019186154800683022,0.6290914466161457,0.6290914465911328,274.5689591369511,63311.617972387365,6288.640685603049,2.5011104298755527e-11,-7.807102520018816e-09,3.246896085329354e-10,9.088401696785593e-14,-1.2303043349073403e-13,5.1513100781564526e-14,42800.0,0.0428,0.02204816163575689
random_with_backbone,1998,50567413.4492971,585.2709889964942,1.6023846379096351,26169.120501309633,2.4357619917823195e-05,2.104498360899924,0.18736630706017843,0.0001299894396018477,11.231087581599642,400.0,126.85000000000002,1.0,948.7741397940373,9.677855288716885e-07,0.0009182098826603537,0.9182098826603536,1.0009626311450195,1.00096263114502,1.0009626311450193,2.2365407326629933e-08,0.001932371193020826,0.6390071675743144,0.6390071675523359,274.5590434159899,63309.33155101212,6288.413579063286,2.1998403099132702e-11,-7.530616130679846e-09,3.5652192309498787e-10,7.993662401490965e-14,-1.186733445134294e-13,5.656340477975713e-14,43300.0,0.0433,0.022240268370716233
random_with_backbone,2014,50986150.90094838,590.1174872794952,1.6156536270485837,26172.852902911603,2.4520341076638428e-05,2.1185574690215603,0.1886180082818341,0.0001299889603527149,11.231046174474567,400.0,126.85000000000002,1.0,948.7809362888684,9.677854646530961e-07,0.000918216399280322,0.9182163992803221,1.0009697350688531,1.000969735068853,1.0009697350688531,2.251497929251631e-08,0.0019452942108734092,0.6484057320113149,0.6484057319877365,274.5496448515545,63307.164378426336,6288.19831731299,2.3590018827235326e-11,-7.617927622050047e-09,2.9831426218152046e-10,8.572015236740957e-14,-1.200492673483677e-13,4.732856318306209e-14,43500.0,0.0435,0.022421050739032496
random_with_backbone,2031,51431125.067485586,595.2676512440461,1.6297540075127888,26176.82703012228,2.469346625295796e-05,2.1335154842555677,0.18994974040736895,0.0001299889698515161,11.23104699517099,400.0,126.85000000000002,1.0,948.7882048330542,9.677853792184105e-07,0.0009182233526123123,0.9182233526123124,1.0009773150629433,1.0009773150629433,1.0009773150629435,2.267411737041005e-08,0.0019590437408034283,0.6584618216405204,0.6584618216177773,274.53958876192445,63304.84559007192,6287.967995813517,2.2737367544323206e-11,-7.734342943876982e-09,3.092281986027956e-10,8.262183360714176e-14,-1.2188383112828545e-13,4.906009598244241e-14,43800.0,0.0438,0.02261310619926872
random_with_backbone,2047,51849985.93984586,600.1155780074753,1.643026907618002,26180.537206299603,2.4855673428580324e-05,2.14753018422934,0.19119748791215635,0.00012998898665082266,11.231048446631078,400.0,126.85000000000002,1.0,948.7949994745702,9.677852789972452e-07,0.000918229833277688,0.9182298332776879,1.0009843797918125,1.0009843797918123,1.000984379791812,2.282322086832997e-08,0.0019719262830237092,0.6679922535557463,0.6679922535309402,274.5300583300113,63302.64801075908,6287.749713812238,2.4783730623312294e-11,-7.799826562404633e-09,3.2378011383116245e-10,9.005779863178451e-14,-1.229157732544892e-13,5.136880638161617e-14,44600.0,0.0446,0.02279384231318094
random_with_backbone,2064,52295091.04674345,605.2672574854566,1.6571314373318458,26184.498934708536,2.5027721988675618e-05,2.1623951798215733,0.19252093837442785,0.00012998899642030804,11.231049290714616,400.0,126.85000000000002,1.0,948.8022671436722,9.67785146759388e-07,0.000918236741353279,0.918236741353279,1.0009919104508158,1.0009919104508163,1.0009919104508158,2.2981373882377305e-08,0.0019855907034373992,0.678188289307076,0.6781882892835824,274.51986229425864,63300.29695285984,6287.516187031021,2.347633198951371e-11,-7.596099749207497e-09,3.54702933691442e-10,8.530704319937387e-14,-1.1970528663963312e-13,5.6274815979860407e-14,44600.0,0.0446,0.022985849006927295
random_with_backbone,2080,52714075.01074045,610.1166089206071,1.6704082379756524,26188.260093785822,2.5189314580006215e-05,2.176356779712537,0.19376395830774013,0.00012998951087229806,11.231093739366552,400.0,126.85000000000002,1.0,948.809060627111,9.677849928758304e-07,0.000918243169979532,0.9182431699795319,1.0009989184505883,1.0009989184505883,1.0009989184505876,2.3129916069556548e-08,0.0019984247484096857,0.687850273758601,0.6878502737351369,274.5102003098071,63298.06903944089,6287.294891991942,2.347633198951371e-11,-7.734342943876982e-09,2.937667886726558e-10,8.530704319937387e-14,-1.2188383112828545e-13,4.660709118332029e-14,44800.0,0.0448,0.02316653664467108
random_with_backbone,2097,53159310.698383726,615.2697997498117,1.6845169055436322,26192.21184553206,2.5361283954882865e-05,2.1912149337018794,0.19508679965294512,0.000129989526263128,11.231095069134259,400.0,126.85000000000002,1.0,948.8163339579717,9.677847914347465e-07,0.0009182500178693964,0.9182500178693964,1.0010063834996865,1.001006383499687,1.0010063834996856,2.3287999444762025e-08,0.002012083152027439,0.6981858506374837,0.6981858506136973,274.49986473292853,63295.68580538229,6287.058169204867,2.376054908381775e-11,-7.62520357966423e-09,3.6197889130562544e-10,8.633981611946314e-14,-1.2016392758461257e-13,5.74291711794473e-14,45200.0,0.0452,0.02335849230294524
random_with_backbone,2113,53578417.35669065,620.1205712579937,1.6977975941355063,26195.912359669805,2.5522384973249277e-05,2.2051340616887374,0.1963260382557637,0.00012998954621710397,11.231096793157782,400.0,126.85000000000002,1.0,948.8231255972441,9.677845588277477e-07,0.0009182563700116935,0.9182563700116935,1.001013308122463,1.0010133081224635,1.0010133081224624,2.3436092579576873e-08,0.0020248783988754417,0.7079790080075496,0.7079790079836243,274.4900715755586,63293.427645391785,6286.8338698227035,2.3931079340400174e-11,-7.62520357966423e-09,2.964952727779746e-10,8.695947987151669e-14,-1.2016392758461257e-13,4.7039974383165367e-14,45200.0,0.0452,0.02353913414703743
random_with_backbone,2130,54023783.26272993,625.2752692445594,1.7119103880754534,26199.853658504784,2.569328824126836e-05,2.2199001040455864,0.19764067877898742,0.00012998955840658178,11.231097846328666,400.0,126.85000000000002,1.0,948.8304018525837,9.677842566399937e-07,0.0009182631251343292,0.9182631251343292,1.0010206720437786,1.0010206720437786,1.0010206720437778,2.3593199155404197e-08,0.0020384524070269226,0.7184537919128549,0.718453791888976,274.47959679165325,63291.01231221244,6286.5939586818595,2.3874235921539366e-11,-7.865310180932283e-09,3.4378899727016687e-10,8.675292528749885e-14,-1.2394771538069292e-13,5.454328318048009e-14,45700.0,0.0457,0.023731039298638762
random_with_backbone,2146,54443012.297597565,630.12745714812,1.7251949545465297,26203.553123414516,2.5854328631842022e-05,2.2338139937911508,0.19887945101416943,0.00012998908410124924,11.231056866347934,400.0,126.85000000000002,1.0,948.8371995273865,9.677839102870048e-07,0.0009182693751843851,0.9182693751843851,1.0010274853733527,1.0010274853733523,1.001027485373352,2.3741238198573332e-08,0.002051242980356736,0.7283777476668724,0.7283777476424689,274.46967283589976,63288.72399201262,6286.366663534902,2.4385826691286638e-11,-7.727066986262798e-09,3.4287950256839395e-10,8.861191654365953e-14,-1.2176917089204059e-13,5.4398988780531726e-14,45800.0,0.0458,0.023911633910288263
random_with_backbone,2163,54888508.05960792,635.283658097314,1.7393118633738915,26207.48289769143,2.6024654614027014e-05,2.248530158651934,0.2001896508771309,0.00012998909212144248,11.23105755929263,400.0,126.85000000000002,1.0,948.8444725139083,9.67783463613941e-07,0.000918275990040453,0.918275990040453,1.0010346963867163,1.0010346963867156,1.0010346963867163,2.3897815481156497e-08,0.0020647712575719212,0.7389913053420539,0.7389913053181658,274.45905927822406,63286.27665961557,6286.123573963405,2.3874235921539366e-11,-7.952621672302485e-09,3.1468516681343317e-10,8.675292528749885e-14,-1.2532363821563123e-13,4.992586238213257e-14,46000.0,0.046,0.024103489221128423
random_with_backbone,2179,55307859.16202436,640.1372588197263,1.7526002979321735,26211.155054181814,2.6185172969791076e-05,2.262398944589949,0.20142440745993137,0.00012998910956894753,11.231059066757068,400.0,126.85000000000002,1.0,948.8512718090922,9.677829553039537e-07,0.0009182820879753183,0.9182820879753183,1.0010413438918702,1.0010413438918706,1.00104134389187,2.4045375308694615e-08,0.0020775204266712147,0.7490457317841765,0.749045731760873,274.44900485178135,63283.95825476837,6285.893290557051,2.3305801732931286e-11,-7.661583367735147e-09,3.3378455555066466e-10,8.46873794473203e-14,-1.2073722876583686e-13,5.295604478104813e-14,46400.0,0.0464,0.02428403680820235
random_with_backbone,2196,55753484.41879618,645.2949585508817,1.7667213102009083,26215.07575057447,2.6354913550800995e-05,2.277064530789206,0.20273010423693075,0.00012998912988994426,11.231060822491184,400.0,126.85000000000002,1.0,948.8585389759226,9.677823043640847e-07,0.000918288503365657,0.9182885033656569,1.0010483374628547,1.0010483374628547,1.0010483374628538,2.420141412089632e-08,0.002091002180045442,0.759797688822503,0.7597976887996083,274.4382528947426,63281.47900948632,6285.647031130291,2.290789780090563e-11,-7.92351784184575e-09,3.255991032347083e-10,8.324149735919531e-14,-1.248649972706518e-13,5.1657395181512887e-14,46500.0,0.0465,0.024475843379973286
random_with_backbone,2212,56172957.25556751,650.1499682357351,1.7800136022881181,26218.796941891313,2.6514342688127153e-05,2.290839208254186,0.20395648221636273,0.0001299896353385449,11.23110449325028,400.0,126.85000000000002,1.0,948.8653296655436,9.677815686807643e-07,0.0009182943772105104,0.9182943772105104,1.0010547406821082,1.0010547406821078,1.0010547406821075,2.4347971805939777e-08,0.002103664764033197,0.7699821633556078,0.7699821633309512,274.4280684202113,63279.130617436145,6285.413769143539,2.467004378559068e-11,-7.821654435247183e-09,3.319655661471188e-10,8.96446894637488e-14,-1.2325975396322376e-13,5.266745598115141e-14,47000.0,0.047,0.024656344309617325
random_with_backbone,2228,56592488.9424824,655.0056590565092,1.7933077592238447,26222.461449228227,2.6673559187629493e-05,2.304595513811188,0.20518122452022688,0.00012998916156504,11.231063559219455,400.0,126.85000000000002,1.0,948.8717206602676,9.677806928216983e-07,0.0009182997312195107,0.9182997312195107,1.0010605772158216,1.0010605772158214,1.0010605772158212,2.449432223266787e-08,0.002116309440902504,0.7802295964643347,0.7802295964409609,274.41782098710127,63276.767708051826,6285.179065173436,2.3362645151792094e-11,-7.8580342233181e-09,3.1013769330456853e-10,8.489393403133815e-14,-1.2383305514444806e-13,4.920439038239077e-14,47300.0,0.0473,0.02483682257545237
random_with_backbone,2245,57038305.81304855,660.1655765399138,1.8074348433673204,26226.36292206496,2.684295757049569e-05,2.319231534090828,0.20648428900381302,0.0001299891754173937,11.231064756062816,400.0,126.85000000000002,1.0,948.878993998446,9.677795822769674e-07,0.0009183057164432052,0.9183057164432052,1.0010671018518231,1.0010671018518238,1.0010671018518227,2.4650041383228598e-08,0.0021297635755109508,0.7911863607155372,0.791186360691313,274.4068642228509,63274.24123719833,6284.928114907016,2.4215296434704214e-11,-8.032657206058502e-09,3.3378455555066466e-10,8.799225279160597e-14,-1.2658490081432468e-13,5.295604478104813e-14,47500.0,0.0475,0.025028555449755005
random_with_backbone,2261,57457958.717309855,665.0226703392344,1.820732841448965,26230.00712043792,2.7001666683683446e-05,2.3329440014702496,0.20770512833602653,0.00012998919900203792,11.231066793776076,400.0,126.85000000000002,1.0,948.8857873226931,9.677783393168428e-07,0.0009183111114565108,0.9183111114565108,1.0010729830853138,1.0010729830853144,1.0010729830853138,2.4795930543471582e-08,0.0021423683989559446,0.8015633008012225,0.8015633007773886,274.39648728276484,63271.848465384785,6284.690444750058,2.3817392502678558e-11,-7.55971996113658e-09,3.383320290595293e-10,8.654637070348099e-14,-1.1913198545840882e-13,5.367751678078993e-14,47700.0,0.0477,0.025208988445514384
random_with_backbone,2278,57903904.15690477,670.1840758901016,1.8348639996991143,26233.92208790779,2.7169982531299085e-05,2.3474864907042408,0.2089998656253776,0.00012998920915578813,11.231067671060094,400.0,126.85000000000002,1.0,948.8930589324019,9.677767734348542e-07,0.0009183166629083289,0.9183166629083289,1.0010790348561818,1.0010790348561829,1.001079034856182,2.4950647689420166e-08,0.0021557359603659025,0.8126574901724043,0.8126574901480694,274.38539309339416,63269.290306292845,6284.4363469420705,2.432898327242583e-11,-7.55971996113658e-09,3.2105162972584367e-10,8.840536195964168e-14,-1.1913198545840882e-13,5.093592318177109e-14,47900.0,0.0479,0.025400672407786522
random_with_backbone,2294,58323677.92570377,675.0425685845344,1.848165827746843,26237.556523807347,2.7328142098112025e-05,2.361151477276879,0.2102164776777848,0.00012998922263761842,11.23106883589023,400.0,126.85000000000002,1.0,948.8994385154468,9.677750317254007e-07,0.0009183211842135015,0.9183211842135015,1.0010839636394666,1.0010839636394684,1.0010839636394666,2.5096011813893083e-08,0.0021682954207203624,0.8231636165859183,0.8231636165628515,274.3748869669794,63266.8677459859,6284.195717942254,2.3078428057488054e-11,-7.785274647176266e-09,3.001332515850663e-10,8.386116111124888e-14,-1.2268645278199947e-13,4.761715198295881e-14,48500.0,0.0485,0.025581057662303248
random_with_backbone,2311,58769751.63731206,680.2054587651859,1.8623010506918163,26241.43758518994,2.7496399384068317e-05,2.3756889067835028,0.21151076449283324,0.00012998924026531974,11.231070358923626,400.0,126.85000000000002,1.0,948.9067170646247,9.677728507665045e-07,0.0009183261586851167,0.9183261586851167,1.0010893864303674,1.0010893864303692,1.0010893864303665,2.5250662824043266e-08,0.0021816572679973383,0.8343948374176158,0.834394837394143,274.3636557461481,63264.277989427625,6283.938481609017,2.347633198951371e-11,-7.654307410120964e-09,3.0740920919924974e-10,8.530704319937387e-14,-1.20622568529592e-13,4.8771507182545686e-14,48900.0,0.0489,0.025772693668133586
random_with_backbone,2327,59189645.91466359,685.0653462345323,1.8756066974251397,26245.077302381396,2.7654021931653535e-05,2.3893074948948656,0.21272324562810413,0.00012998926501193346,11.231072497031052,400.0,126.85000000000002,1.0,948.9135276130958,9.677704394307246e-07,0.0009183304615998847,0.9183304615998847,1.0010940771410306,1.0010940771410326,1.0010940771410306,2.539553072558873e-08,0.002194173854690866,0.8450297450643302,0.8450297450414155,274.3530208385008,63261.825734037106,6283.694903044586,2.290789780090563e-11,-7.697963155806065e-09,3.474269760772586e-10,8.324149735919531e-14,-1.2131052994706116e-13,5.512046078027353e-14,49400.0,0.0494,0.025953033255314412
random_with_backbone,2344,59635847.50111079,690.2297164480416,1.8897459724792378,26248.953582972288,2.782122650501363e-05,2.4037539700331774,0.214009434653951,0.0001299892734852711,11.231073229127423,400.0,126.85000000000002,1.0,948.920401758084,9.677674379129652e-07,0.0009183342659927626,0.9183342659927626,1.0010982244010165,1.0010982244010178,1.0010982244010154,2.5549185621500077e-08,0.0022074496376976067,0.8563976166980071,0.8563976166760199,274.3416529668662,63259.20446778638,6283.434536904518,2.1998403099132702e-11,-7.887138053774834e-09,3.155946615152061e-10,7.993662401490965e-14,-1.2429169608942748e-13,5.007015678208093e-14,49600.0,0.0496,0.02614462066106218
random_with_backbone,2360,60055862.01570483,695.0909955521392,1.9030554293008604,26252.629775963724,2.7978254619529974e-05,2.41732119912739,0.21521734322715366,0.00012998977945115187,11.231116944579522,400.0,126.85000000000002,1.0,948.9272028679575,9.67764138237767e-07,0.0009183377167338836,0.9183377167338835,1.001101986136734,1.0011019861367358,1.0011019861367332,2.5693486465498388e-08,0.002219917230619061,0.8671609432363686,0.8671609432124114,274.3308896403298,63256.722600862755,6283.188017074333,2.3931079340400174e-11,-7.989001460373402e-09,3.2014213502407074e-10,8.695947987151669e-14,-1.2589693939685553e-13,5.079162878182273e-14,50100.0,0.0501,0.02632491396195589
random_with_backbone,2377,60502191.0915781,700.2568413377095,1.917198744251087,26256.443289026618,2.8145462892161148e-05,2.431767993882723,0.21650356070893192,0.00012998930066471828,11.231075577431659,400.0,126.85000000000002,1.0,948.9340741933053,9.677600539351414e-07,0.0009183404908222066,0.9183404908222066,1.0011050102369963,1.001105010236998,1.0011050102369947,2.584711820680547e-08,0.0022331910130679927,0.8786650412701398,0.8786650412453128,274.3193855422969,63254.06992278134,6282.924530847857,2.4840574042173102e-11,-7.654307410120964e-09,3.0468072509393096e-10,9.026435321580237e-14,-1.20622568529592e-13,4.833862398270061e-14,50200.0,0.0502,0.02651645297764636
random_with_backbone,2393,60922325.458549336,705.1195076220988,1.930511998965363,26260.113432601094,2.830195587925478e-05,2.445288987967613,0.21770735291734447,0.0001299898087611317,11.231119476961778,400.0,126.85000000000002,1.0,948.9408712370235,9.677555889575107e-07,0.000918342831729839,0.918342831729839,1.0011075621165906,1.0011075621165924,1.0011075621165895,2.5990898305647804e-08,0.0022456136136079705,0.88955639620545,0.8895563961813195,274.3084941873609,63251.55853436705,6282.675078695735,2.4158453015843406e-11,-7.785274647176266e-09,3.219611244276166e-10,8.778569820758812e-14,-1.2268645278199947e-13,5.108021758171945e-14,51000.0,0.051,0.026696701099018214
random_with_backbone,2410,61368781.750190236,710.286825812387,1.9446593451400054,26263.96464934945,2.8468532521507277e-05,2.459681209858229,0.21898871170390216,0.00012998982751634782,11.231121097412451,400.0,126.85000000000002,1.0,948.948138121926,9.6775009178725e-07,0.0009183446477688339,0.9183446477688338,1.001109541824286,1.0011095418242868,1.0011095418242844,2.6143924470959194e-08,0.0022588350742908745,0.9011963491230571,0.9011963490996209,274.2968542344426,63248.874530120105,6282.408480891945,2.3419488570652902e-11,-8.018105290830135e-09,3.2741809263825417e-10,8.510048861535601e-14,-1.2635558034183495e-13,5.194598398140961e-14,51200.0,0.0512,0.026888191579817148
random_with_backbone,2426,61789035.61063488,715.1508751230889,1.9579763863739599,26267.56797672808,2.8624584569135295e-05,2.4731641067732895,0.2201891120702715,0.00012998984558754785,11.231122658764134,400.0,126.85000000000002,1.0,948.9545262134473,9.677441141278207e-07,0.0009183451573180183,0.9183451573180184,1.0011100972960816,1.0011100972960822,1.0011100972960805,2.628724861930547e-08,0.0022712182807079926,0.9122153581293682,0.9122153581071188,274.2858352254351,63246.333706529666,6282.15610499131,2.2225776774575934e-11,-7.785274647176266e-09,3.4015101846307516e-10,8.076284235098106e-14,-1.2268645278199947e-13,5.396610558068665e-14,51400.0,0.0514,0.027068395341750266
