1.78E+04	5.66E-02
2.13E+04	1.22E+00
2.52E+04	1.60E+00
2.78E+04	1.61E+00
3.17E+04	1.92E+00
3.56E+04	3.34E+00
3.91E+04	3.81E+00
4.39E+04	3.24E+00
4.60E+04	2.84E+00
5.04E+04	2.58E+00
5.30E+04	2.83E+00
5.95E+04	2.35E+00
6.73E+04	2.32E+00
7.12E+04	2.45E+00
7.90E+04	2.48E+00
8.29E+04	2.58E+00
8.64E+04	2.31E+00
9.29E+04	2.52E+00
9.81E+04	2.38E+00
9.94E+04	2.24E+00
1.05E+05	2.18E+00
1.07E+05	2.34E+00
1.11E+05	2.24E+00
1.14E+05	2.09E+00
1.19E+05	2.02E+00
1.22E+05	2.15E+00
1.29E+05	1.98E+00
1.36E+05	2.04E+00
1.40E+05	1.95E+00
1.44E+05	2.56E+00
1.49E+05	2.32E+00
1.51E+05	1.98E+00
1.56E+05	2.21E+00
1.58E+05	2.04E+00
1.62E+05	2.07E+00
1.68E+05	1.98E+00
1.72E+05	1.95E+00
1.76E+05	2.24E+00
1.83E+05	1.87E+00
1.88E+05	1.83E+00
1.91E+05	1.88E+00
1.95E+05	1.88E+00
1.98E+05	1.74E+00
2.05E+05	1.94E+00
2.11E+05	1.87E+00
2.20E+05	1.81E+00
2.23E+05	2.01E+00
2.28E+05	2.01E+00
2.30E+05	1.83E+00
2.34E+05	1.87E+00
2.41E+05	2.07E+00
2.44E+05	1.83E+00
2.49E+05	1.71E+00
2.51E+05	1.87E+00
2.56E+05	1.83E+00
2.61E+05	1.97E+00
2.69E+05	1.90E+00
2.74E+05	1.90E+00
2.77E+05	2.01E+00
2.81E+05	2.01E+00
2.83E+05	1.85E+00
2.88E+05	1.74E+00
2.91E+05	1.84E+00
2.98E+05	1.74E+00
3.03E+05	1.74E+00
3.06E+05	1.83E+00
3.13E+05	1.44E+00
3.16E+05	1.68E+00
3.24E+05	1.84E+00
3.28E+05	2.00E+00
3.31E+05	1.97E+00
3.34E+05	1.78E+00
3.39E+05	1.90E+00
3.43E+05	1.85E+00
3.49E+05	2.11E+00
3.53E+05	2.18E+00
3.57E+05	2.02E+00
3.60E+05	1.88E+00
3.64E+05	1.88E+00
3.71E+05	2.36E+00
3.78E+05	1.84E+00
3.89E+05	2.26E+00
3.92E+05	2.29E+00
3.99E+05	2.05E+00
4.08E+05	2.15E+00
4.12E+05	2.17E+00
4.18E+05	2.09E+00
4.25E+05	2.25E+00
4.33E+05	2.26E+00
4.36E+05	2.31E+00
4.43E+05	2.32E+00
4.46E+05	2.41E+00
4.54E+05	2.31E+00
4.58E+05	2.39E+00
4.62E+05	2.38E+00
4.71E+05	1.97E+00
4.76E+05	1.97E+00
4.83E+05	2.18E+00
4.87E+05	2.11E+00
4.90E+05	2.15E+00
4.93E+05	2.08E+00
5.01E+05	2.25E+00
5.04E+05	2.17E+00
5.07E+05	2.19E+00
5.11E+05	2.05E+00
5.20E+05	2.17E+00
5.30E+05	2.19E+00
